modelo,accuracy_media,accuracy_std,precision_media,precision_std,recall_media,recall_std,f1_media,f1_std,roc_auc_media,roc_auc_std
Regresion Logistica,0.7598730158730158,0.04988658338485468,0.7056299840510367,0.06305209815158494,0.5515576520743695,0.06924540402155463,0.6187378422523349,0.06685187417774223,0.8198724868665342,0.04342656364895365
Arbol de Decision,0.6836825396825397,0.02249680697368151,0.5448232323232324,0.061574232297713236,0.600077632600429,0.06628860889685227,0.5700738933707735,0.05778891090491257,0.6638958667899051,0.032695616793563
Random Forest,0.7726603174603174,0.028165399972412016,0.6989889357540192,0.03529835979822431,0.6184521506861933,0.07762381031142289,0.6546697283564589,0.0556980550047255,0.8351523527227128,0.02378574450823937
KNN,0.7472380952380953,0.017381524959765,0.6495407485231722,0.050847733617221,0.6171524625324017,0.054884487079317805,0.6310327629755743,0.03900252560577247,0.7955741954738792,0.023729662196414335
SVM,0.7471746031746032,0.039308510301350304,0.6837065637065637,0.06885119904724304,0.5159562625824023,0.08094643946494148,0.5874089635854343,0.07705490328657291,0.8237461541476708,0.035173089102121434
